credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary
545,Germany,Male,33,1,198791.85,2,0,1,161144.565
774,France,Female,36,9,172496.13,1,1,0,112956.135
464,France,Male,46,6,242697.795,1,1,0,274416.705
696,Germany,Female,27,2,144193.98,2,1,1,8975.55
667,Spain,Male,45,3,0.0,2,0,0,245482.515
812,France,Male,32,5,199576.455,2,1,0,134078.88
516,France,Male,51,8,180186.525,2,0,1,253160.31
645,France,Male,39,8,0.0,2,0,0,145296.54
664,Spain,Male,32,5,200558.61,1,0,0,201683.76
427,Spain,Female,39,9,0.0,2,1,0,42552.555
685,France,Female,40,7,0.0,2,1,0,155847.885
585,France,Female,33,4,229207.575,1,1,0,94859.475
519,Germany,Female,21,1,227552.175,3,1,1,255208.02
708,France,Female,67,1,0.0,2,0,1,5755.62
717,France,Female,22,5,168697.59,1,1,1,139466.625
465,Germany,Male,24,6,234010.635,1,1,0,287052.555
829,Germany,Male,28,3,198608.27999999997,3,1,0,157333.8
826,France,Male,26,5,213994.02,1,0,0,90427.95
